task_id,family,ctx,method,keep_frac,mode,correct,n_steps,text,prompt_tokens,dense_correct,flip_frac,mean_kl,mean_est_dropped,mean_oracle_dropped
multi_entity-1024-1,multi_entity,1024,mean_topk,0.5,free,True,2,Medal,1081.0,True,0.0,2.882155897054872e-06,0.07787072994480176,0.04037119832355529
multi_entity-1024-1,multi_entity,1024,mean_topk,0.25,free,True,2,Medal,1081.0,True,0.0,0.001160656800493598,0.22399849058794125,0.1271558366715908
multi_entity-1024-1,multi_entity,1024,mean_topk,0.125,free,True,2,Medal,1081.0,True,0.0,0.014853578933980316,0.36268373685223715,0.2193639018972005
multi_entity-1024-1,multi_entity,1024,mean_topk,0.0625,free,False,2,Medicine,1081.0,True,0.5,0.6322504645213485,0.5866967604628631,0.3461993938045842
multi_entity-1024-1,multi_entity,1024,mean_topk,0.03125,free,False,2,Medicine,1081.0,True,0.5,0.6322504645213485,0.5866967604628631,0.3461993938045842
multi_entity-1024-1,multi_entity,1024,local_sink,0.5,free,True,2,Medal,1081.0,True,0.0,1.1620361703990056e-05,,0.07695006256523941
multi_entity-1024-1,multi_entity,1024,local_sink,0.25,free,True,2,Medal,1081.0,True,0.0,0.3377285727765411,,0.2486046769523195
multi_entity-1024-1,multi_entity,1024,local_sink,0.125,free,True,2,Medal,1081.0,True,0.0,0.29733909550122917,,0.2707738278965865
multi_entity-1024-1,multi_entity,1024,local_sink,0.0625,free,False,2,Medicine,1081.0,True,0.5,0.6322504645213485,,0.3461993938045842
multi_entity-1024-1,multi_entity,1024,local_sink,0.03125,free,False,2,Medicine,1081.0,True,0.5,0.6322504645213485,,0.3461993938045842
multi_entity-1024-2,multi_entity,1024,dense,1.0,free,True,1,Key,,,,,,
multi_entity-1024-2,multi_entity,1024,quest_topk,0.5,free,True,1,Key,1061.0,True,0.0,0.00018563208868727088,0.007455291575492343,0.03137558099946806
multi_entity-1024-2,multi_entity,1024,quest_topk,0.25,free,True,1,Key,1061.0,True,0.0,0.00043669913429766893,0.02888471036983122,0.07342094938004655
multi_entity-1024-2,multi_entity,1024,quest_topk,0.125,free,True,1,Key,1061.0,True,0.0,0.00016192940529435873,0.07479927414429507,0.1411778006170477
multi_entity-1024-2,multi_entity,1024,quest_topk,0.0625,free,True,5,Keyphrase: Careful,1061.0,True,0.6,1.8688861548900604,0.31818010992636636,0.35249536202422205
multi_entity-1024-2,multi_entity,1024,quest_topk,0.03125,free,True,5,Keyphrase: Careful,1061.0,True,0.6,1.8688861548900604,0.31818010992636636,0.35249536202422205
multi_entity-1024-2,multi_entity,1024,mean_topk,0.5,free,True,1,Key,1061.0,True,0.0,5.751155549660325e-05,0.042455367145261595,0.02720165706705302
multi_entity-1024-2,multi_entity,1024,mean_topk,0.25,free,True,1,Key,1061.0,True,0.0,0.0009312104666605592,0.11222688288294844,0.06950126009594117
multi_entity-1024-2,multi_entity,1024,mean_topk,0.125,free,True,1,Key,1061.0,True,0.0,0.000909958966076374,0.2148141586886985,0.14077702271086828
multi_entity-1024-2,multi_entity,1024,mean_topk,0.0625,free,True,5,Keyphrase: Careful,1061.0,True,0.6,1.8688861548900604,0.4206683246951018,0.35249536202422205
multi_entity-1024-2,multi_entity,1024,mean_topk,0.03125,free,True,5,Keyphrase: Careful,1061.0,True,0.6,1.8688861548900604,0.4206683246951018,0.35249536202422205
multi_entity-1024-2,multi_entity,1024,local_sink,0.5,free,True,1,Key,1061.0,True,0.0,0.00020099477842450142,,0.049898616038262844
multi_entity-1024-2,multi_entity,1024,local_sink,0.25,free,True,1,Key,1061.0,True,0.0,1.5500321751460433e-05,,0.09765777949775968
multi_entity-1024-2,multi_entity,1024,local_sink,0.125,free,True,1,Key,1061.0,True,0.0,1.6013489961624146,,0.1566310975966709
multi_entity-1024-2,multi_entity,1024,local_sink,0.0625,free,True,5,Keyphrase: Careful,1061.0,True,0.6,1.8688861548900604,,0.35249536202422205
multi_entity-1024-2,multi_entity,1024,local_sink,0.03125,free,True,5,Keyphrase: Careful,1061.0,True,0.6,1.8688861548900604,,0.35249536202422205
multi_hop-1024-0,multi_hop,1024,dense,1.0,free,False,1,Alice,,,,,,
multi_hop-1024-0,multi_hop,1024,quest_topk,0.5,free,False,1,Alice,1081.0,False,0.0,1.1295967851765454e-05,0.008574559949920513,0.02793906826991588
multi_hop-1024-0,multi_hop,1024,quest_topk,0.25,free,False,1,Alice,1081.0,False,0.0,3.10316972900182e-05,0.02757919672356885,0.06131161716101425
multi_hop-1024-0,multi_hop,1024,quest_topk,0.125,free,False,1,Alice,1081.0,False,0.0,0.000780066940933466,0.05798155517965954,0.10708398185670376
multi_hop-1024-0,multi_hop,1024,quest_topk,0.0625,free,False,1,Alice,1081.0,False,0.0,0.003190436400473118,0.15577006323396095,0.2421873938292265
multi_hop-1024-0,multi_hop,1024,quest_topk,0.03125,free,False,1,Alice,1081.0,False,0.0,0.003190436400473118,0.15577006323396095,0.2421873938292265
multi_hop-1024-0,multi_hop,1024,mean_topk,0.5,free,False,1,Alice,1081.0,False,0.0,1.9266270101070404e-05,0.0426245777967519,0.02148881195379155
multi_hop-1024-0,multi_hop,1024,mean_topk,0.25,free,False,1,Alice,1081.0,False,0.0,0.00014398957137018442,0.11027587704094392,0.0593159943819046
multi_hop-1024-0,multi_hop,1024,mean_topk,0.125,free,False,1,Alice,1081.0,False,0.0,0.00011131522478535771,0.19993818351732834,0.11350662527339798
multi_hop-1024-0,multi_hop,1024,mean_topk,0.0625,free,False,1,Alice,1081.0,False,0.0,0.003190436400473118,0.3941627692963396,0.2421873938292265
multi_hop-1024-0,multi_hop,1024,mean_topk,0.03125,free,False,1,Alice,1081.0,False,0.0,0.003190436400473118,0.3941627692963396,0.2421873938292265
multi_hop-1024-0,multi_hop,1024,local_sink,0.5,free,False,1,Alice,1081.0,False,0.0,0.00015096820425242186,,0.08606186169864875
multi_hop-1024-0,multi_hop,1024,local_sink,0.25,free,False,1,Alice,1081.0,False,0.0,0.00019600318046286702,,0.10419017315975257
multi_hop-1024-0,multi_hop,1024,local_sink,0.125,free,False,1,Alice,1081.0,False,0.0,0.00028913444839417934,,0.11743203271180391
multi_hop-1024-0,multi_hop,1024,local_sink,0.0625,free,False,1,Alice,1081.0,False,0.0,0.003190436400473118,,0.2421873938292265
multi_hop-1024-0,multi_hop,1024,local_sink,0.03125,free,False,1,Alice,1081.0,False,0.0,0.003190436400473118,,0.2421873938292265
multi_hop-1024-1,multi_hop,1024,dense,1.0,free,False,1,Grace,,,,,,
multi_hop-1024-1,multi_hop,1024,quest_topk,0.5,free,False,1,Grace,1076.0,False,0.0,1.996948412852362e-06,0.012918519756307692,0.03164549168598439
multi_hop-1024-1,multi_hop,1024,quest_topk,0.25,free,False,1,Grace,1076.0,False,0.0,0.00037081592017784715,0.042130644616138725,0.0828621417417058
multi_hop-1024-1,multi_hop,1024,quest_topk,0.125,free,False,1,Grace,1076.0,False,0.0,0.00010662659769877791,0.09962183416688017,0.16114081123045512
multi_hop-1024-1,multi_hop,1024,quest_topk,0.0625,free,False,1,Grace,1076.0,False,0.0,0.010626284405589104,0.19597135976489102,0.2562556506267616
multi_hop-1024-1,multi_hop,1024,quest_topk,0.03125,free,False,1,Grace,1076.0,False,0.0,0.010626284405589104,0.19597135976489102,0.2562556506267616
multi_hop-1024-1,multi_hop,1024,mean_topk,0.5,free,False,1,Grace,1076.0,False,0.0,1.303249882766977e-05,0.04694329892351691,0.027886235712295666
multi_hop-1024-1,multi_hop,1024,mean_topk,0.25,free,False,1,Grace,1076.0,False,0.0,7.660941628273576e-05,0.12756822863593698,0.081663838055517
multi_hop-1024-1,multi_hop,1024,mean_topk,0.125,free,False,1,Grace,1076.0,False,0.0,0.00013552498421631753,0.24150445591658354,0.15641245671680995
multi_hop-1024-1,multi_hop,1024,mean_topk,0.0625,free,False,1,Grace,1076.0,False,0.0,0.010626284405589104,0.3578201564294951,0.2562556506267616
multi_hop-1024-1,multi_hop,1024,mean_topk,0.03125,free,False,1,Grace,1076.0,False,0.0,0.010626284405589104,0.3578201564294951,0.2562556506267616
multi_hop-1024-1,multi_hop,1024,local_sink,0.5,free,False,1,Grace,1076.0,False,0.0,2.5696412194520235e-05,,0.07561248021998576
multi_hop-1024-1,multi_hop,1024,local_sink,0.25,free,False,1,Grace,1076.0,False,0.0,0.003868252504616976,,0.15859572629311255
multi_hop-1024-1,multi_hop,1024,local_sink,0.125,free,False,1,Grace,1076.0,False,0.0,0.0034776716493070126,,0.1703814293390938
multi_hop-1024-1,multi_hop,1024,local_sink,0.0625,free,False,1,Grace,1076.0,False,0.0,0.010626284405589104,,0.2562556506267616
multi_hop-1024-1,multi_hop,1024,local_sink,0.03125,free,False,1,Grace,1076.0,False,0.0,0.010626284405589104,,0.2562556506267616
multi_hop-1024-2,multi_hop,1024,dense,1.0,free,False,2,Ines,,,,,,
multi_hop-1024-2,multi_hop,1024,quest_topk,0.5,free,False,2,Ines,1093.0,False,0.0,2.6515730496612377e-05,0.009600677351824873,0.03185270049808813
multi_hop-1024-2,multi_hop,1024,quest_topk,0.25,free,False,2,Ines,1093.0,False,0.0,0.00018129438103642315,0.03566842476097268,0.08241120083922787
multi_hop-1024-2,multi_hop,1024,quest_topk,0.125,free,False,2,Ines,1093.0,False,0.0,0.016312898369506,0.08320134505837423,0.17608946548508747
multi_hop-1024-2,multi_hop,1024,quest_topk,0.0625,free,False,1,In,1093.0,False,1.0,5.144246578216553,0.3715276885777712,0.47662717742579325
multi_hop-1024-2,multi_hop,1024,quest_topk,0.03125,free,False,1,In,1093.0,False,1.0,5.144246578216553,0.3715276885777712,0.47662717742579325
multi_hop-1024-2,multi_hop,1024,mean_topk,0.5,free,False,2,Ines,1093.0,False,0.0,0.00011512987839523703,0.052396963229901825,0.03395141943890069
multi_hop-1024-2,multi_hop,1024,mean_topk,0.25,free,False,2,Ines,1093.0,False,0.0,0.05257867369800806,0.13146696855047985,0.09116867202932813
multi_hop-1024-2,multi_hop,1024,mean_topk,0.125,free,False,2,Ines,1093.0,False,0.0,0.10251237492775545,0.22994272404217295,0.17933725871677908
multi_hop-1024-2,multi_hop,1024,mean_topk,0.0625,free,False,1,In,1093.0,False,1.0,5.144246578216553,0.5408637246915272,0.47662717742579325
multi_hop-1024-2,multi_hop,1024,mean_topk,0.03125,free,False,1,In,1093.0,False,1.0,5.144246578216553,0.5408637246915272,0.47662717742579325
multi_hop-1024-2,multi_hop,1024,local_sink,0.5,free,False,2,Ines,1093.0,False,0.0,1.2419718586897943e-05,,0.04384832430930276
multi_hop-1024-2,multi_hop,1024,local_sink,0.25,free,False,2,Ina,1093.0,False,0.5,0.8636382480617613,,0.1134533162361809
multi_hop-1024-2,multi_hop,1024,local_sink,0.125,free,False,2,Ines,1093.0,False,0.0,0.7965757288038731,,0.21647106563406332
multi_hop-1024-2,multi_hop,1024,local_sink,0.0625,free,False,1,In,1093.0,False,1.0,5.144246578216553,,0.47662717742579325
multi_hop-1024-2,multi_hop,1024,local_sink,0.03125,free,False,1,In,1093.0,False,1.0,5.144246578216553,,0.47662717742579325
coreference-1024-0,coreference,1024,dense,1.0,free,False,5,Lantern-bearer,,,,,,
coreference-1024-0,coreference,1024,quest_topk,0.5,free,False,5,Lantern-bearer,1097.0,False,0.0,1.7335105523130777e-05,0.007950909106979712,0.019689142303208687
coreference-1024-0,coreference,1024,quest_topk,0.25,free,False,5,Lantern-bearer,1097.0,False,0.0,3.772156564991746e-05,0.02583894821852612,0.04256866744919015
coreference-1024-0,coreference,1024,quest_topk,0.125,free,False,5,Lantern-bearer,1097.0,False,0.0,0.00010101083921654208,0.0711672151294936,0.08498931821169597
coreference-1024-0,coreference,1024,quest_topk,0.0625,free,False,2,Literate,1097.0,False,0.5,1.712199468165636,0.33457877513553413,0.4084699141925999
coreference-1024-0,coreference,1024,quest_topk,0.03125,free,False,2,Literate,1097.0,False,0.5,1.712199468165636,0.33457877513553413,0.4084699141925999
coreference-1024-0,coreference,1024,mean_topk,0.5,free,False,5,Lantern-bearer,1097.0,False,0.0,3.4455754757800603e-06,0.034517133418869764,0.016101300527225245
coreference-1024-0,coreference,1024,mean_topk,0.25,free,False,5,Lantern-bearer,1097.0,False,0.0,3.866334394615478e-05,0.08459949582549078,0.03716304376388767
coreference-1024-0,coreference,1024,mean_topk,0.125,free,False,5,Lantern-bearer,1097.0,False,0.0,0.005627214615287812,0.20294035944555486,0.096669933013618
coreference-1024-0,coreference,1024,mean_topk,0.0625,free,False,2,Literate,1097.0,False,0.5,1.712199468165636,0.5439908704055207,0.4084699141925999
coreference-1024-0,coreference,1024,mean_topk,0.03125,free,False,2,Literate,1097.0,False,0.5,1.712199468165636,0.5439908704055207,0.4084699141925999
coreference-1024-0,coreference,1024,local_sink,0.5,free,False,5,Lantern-bearer,1097.0,False,0.0,6.297654553577558e-06,,0.03210840609223981
coreference-1024-0,coreference,1024,local_sink,0.25,free,False,5,Lantern-bearer,1097.0,False,0.0,4.141146831670994e-05,,0.05851427732434657
coreference-1024-0,coreference,1024,local_sink,0.125,free,False,5,Lantern-bearer,1097.0,False,0.0,0.018320771712751593,,0.1599600378157837
coreference-1024-0,coreference,1024,local_sink,0.0625,free,False,2,Literate,1097.0,False,0.5,1.712199468165636,,0.4084699141925999
coreference-1024-0,coreference,1024,local_sink,0.03125,free,False,2,Literate,1097.0,False,0.5,1.712199468165636,,0.4084699141925999
coreference-1024-1,coreference,1024,dense,1.0,free,True,2,Baker,,,,,,
coreference-1024-1,coreference,1024,quest_topk,0.5,free,True,2,Baker,1078.0,True,0.0,4.141361500842322e-06,0.01166429893419263,0.03540219897903236
coreference-1024-1,coreference,1024,quest_topk,0.25,free,True,2,Baker,1078.0,True,0.0,3.3120009902631864e-05,0.04032931860794114,0.07664027331130846
coreference-1024-1,coreference,1024,quest_topk,0.125,free,True,2,Baker,1078.0,True,0.0,0.016246324019448366,0.08586325539675142,0.12274959656809056
coreference-1024-1,coreference,1024,quest_topk,0.0625,free,True,2,Baker,1078.0,True,0.0,0.19814357883296907,0.25661457549514516,0.2466021085690175
coreference-1024-1,coreference,1024,quest_topk,0.03125,free,True,2,Baker,1078.0,True,0.0,0.19814357883296907,0.25661457549514516,0.2466021085690175
coreference-1024-1,coreference,1024,mean_topk,0.5,free,True,2,Baker,1078.0,True,0.0,6.573305284973685e-06,0.050495585543103516,0.027588656288571656
coreference-1024-1,coreference,1024,mean_topk,0.25,free,True,2,Baker,1078.0,True,0.0,8.202693067005384e-07,0.13026745484343596,0.06811557680235378
coreference-1024-1,coreference,1024,mean_topk,0.125,free,True,2,Baker,1078.0,True,0.0,0.0039388107834383845,0.22869403859866516,0.12992361114759532
coreference-1024-1,coreference,1024,mean_topk,0.0625,free,True,2,Baker,1078.0,True,0.0,0.19814357883296907,0.38998648471065933,0.2466021085690175
coreference-1024-1,coreference,1024,mean_topk,0.03125,free,True,2,Baker,1078.0,True,0.0,0.19814357883296907,0.38998648471065933,0.2466021085690175
coreference-1024-1,coreference,1024,local_sink,0.5,free,True,2,Baker,1078.0,True,0.0,0.24441326851956546,,0.09158245597167738
coreference-1024-1,coreference,1024,local_sink,0.25,free,True,2,Baker,1078.0,True,0.0,0.2710620261495933,,0.11014823036800538
coreference-1024-1,coreference,1024,local_sink,0.125,free,True,2,Baker,1078.0,True,0.0,0.28811902657616884,,0.12683012316535627
coreference-1024-1,coreference,1024,local_sink,0.0625,free,True,2,Baker,1078.0,True,0.0,0.19814357883296907,,0.2466021085690175
coreference-1024-1,coreference,1024,local_sink,0.03125,free,True,2,Baker,1078.0,True,0.0,0.19814357883296907,,0.2466021085690175
coreference-1024-2,coreference,1024,dense,1.0,free,True,3,Jeweler,,,,,,
coreference-1024-2,coreference,1024,quest_topk,0.5,free,True,3,Jeweler,1054.0,True,0.0,7.120875125110615e-06,0.009532820898866269,0.03728112740264762
coreference-1024-2,coreference,1024,quest_topk,0.25,free,True,3,Jeweler,1054.0,True,0.0,0.0007539687709747037,0.02933161887215517,0.07994633368659942
coreference-1024-2,coreference,1024,quest_topk,0.125,free,True,3,Jeweler,1054.0,True,0.0,0.009588420143700205,0.05875353700303961,0.13168934209360963
coreference-1024-2,coreference,1024,quest_topk,0.0625,free,False,16,"Journeyman
I'm sorry, but I'm not sure what you're",1054.0,True,0.375,0.9056104258052073,0.28178943267786444,0.3590878873365
coreference-1024-2,coreference,1024,quest_topk,0.03125,free,False,16,"Journeyman
I'm sorry, but I'm not sure what you're",1054.0,True,0.375,0.9056104258052073,0.28178943267786444,0.3590878873365
coreference-1024-2,coreference,1024,mean_topk,0.5,free,True,3,Jeweler,1054.0,True,0.0,2.5263340432957193e-06,0.054486048269262975,0.028420611040755397
coreference-1024-2,coreference,1024,mean_topk,0.25,free,True,3,Jeweler,1054.0,True,0.0,5.66446010452637e-06,0.1333731459010215,0.06641676324597072
coreference-1024-2,coreference,1024,mean_topk,0.125,free,True,3,Jeweler,1054.0,True,0.0,0.0003099380098016506,0.24107656202145986,0.1208591592010288
coreference-1024-2,coreference,1024,mean_topk,0.0625,free,False,16,"Journeyman
I'm sorry, but I'm not sure what you're",1054.0,True,0.375,0.9056104258052073,0.42662833152072777,0.3590878873365
coreference-1024-2,coreference,1024,mean_topk,0.03125,free,False,16,"Journeyman
I'm sorry, but I'm not sure what you're",1054.0,True,0.375,0.9056104258052073,0.42662833152072777,0.3590878873365
coreference-1024-2,coreference,1024,local_sink,0.5,free,True,3,Jeweler,1054.0,True,0.0,0.26592214525832486,,0.08965151847916698
coreference-1024-2,coreference,1024,local_sink,0.25,free,True,3,Jeweler,1054.0,True,0.0,0.2611270260143404,,0.10468690682734762
coreference-1024-2,coreference,1024,local_sink,0.125,free,True,3,Jeweler,1054.0,True,0.0,0.2743379309928666,,0.13623050489418564
coreference-1024-2,coreference,1024,local_sink,0.0625,free,False,16,"Journeyman
I'm sorry, but I'm not sure what you're",1054.0,True,0.375,0.9056104258052073,,0.3590878873365
coreference-1024-2,coreference,1024,local_sink,0.03125,free,False,16,"Journeyman
I'm sorry, but I'm not sure what you're",1054.0,True,0.375,0.9056104258052073,,0.3590878873365
reasoning-1024-0,reasoning,1024,dense,1.0,free,True,64,"Step-by-step breakdown:
1. Omar brought 3 copies.
2. Hiro brought 11 copies.
3. Kavya brought 16 copies.

Total: 3 + 11 ",,,,,,
reasoning-1024-0,reasoning,1024,quest_topk,0.5,free,False,64,"Step 1: Identify the number of copies each person brought.
- Omar brought 3 copies.
- Hiro brought 11 copies.
- Kavya br",1068.0,True,0.03125,0.0010242206450633284,0.009281522759930994,0.026612072239978652
reasoning-1024-0,reasoning,1024,quest_topk,0.25,free,False,64,"Step 1: Identify the number of copies each person brought.
- Omar brought 3 copies.
- Hiro brought 16 copies.
- Kavya br",1068.0,True,0.046875,0.01138026781205187,0.033915776689738664,0.05912966325117201
reasoning-1024-0,reasoning,1024,quest_topk,0.125,free,False,64,"Step 1: Identify the number of copies each person brought.
- Omar brought 3 copies.
- Hiro brought 16 copies.
- Omar bro",1068.0,True,0.078125,0.12261212455955572,0.11526285956453616,0.15506188694832546
reasoning-1024-0,reasoning,1024,quest_topk,0.0625,free,False,41,"Step 1: Carefully read the account.
Step 2: Identify key details or themes.
Step
To summarize, the word or short phrase ",1068.0,True,0.36585365853658536,1.1875357835654197,0.224912736025744,0.33620696569077396
reasoning-1024-0,reasoning,1024,quest_topk,0.03125,free,False,41,"Step 1: Carefully read the account.
Step 2: Identify key details or themes.
Step
To summarize, the word or short phrase ",1068.0,True,0.36585365853658536,1.1875357835654197,0.224912736025744,0.33620696569077396
reasoning-1024-0,reasoning,1024,mean_topk,0.5,free,False,64,"Step 1: Identify the copies brought by each person.
- Omar brought 3 copies.
- Hiro brought 11 copies.
- Kavya brought 1",1068.0,True,0.03125,0.006947630540631536,0.028548481441459574,0.02033343387829031
reasoning-1024-0,reasoning,1024,mean_topk,0.25,free,False,64,"Step 1: Identify the number of copies each person brought.
- Omar brought 3 copies.
- Hiro brought 11 copies.
- Kavya br",1068.0,True,0.015625,0.007304176920583582,0.07486178153372489,0.04817504680165387
reasoning-1024-0,reasoning,1024,mean_topk,0.125,free,False,64,"Step 1: Identify the number of copies each person brought.
- Omar brought 13 copies.
- Hiro brought 11 copies.
- Kavya b",1068.0,True,0.078125,0.16790352801836161,0.18042315562719782,0.12326841711676803
reasoning-1024-0,reasoning,1024,mean_topk,0.0625,free,False,41,"Step 1: Carefully read the account.
Step 2: Identify key details or themes.
Step
To summarize, the word or short phrase ",1068.0,True,0.36585365853658536,1.1875357835654197,0.4674156904545084,0.33620696569077396
reasoning-1024-0,reasoning,1024,mean_topk,0.03125,free,False,41,"Step 1: Carefully read the account.
Step 2: Identify key details or themes.
Step
To summarize, the word or short phrase ",1068.0,True,0.36585365853658536,1.1875357835654197,0.4674156904545084,0.33620696569077396
reasoning-1024-0,reasoning,1024,local_sink,0.5,free,False,64,"Step 1: Identify the number of copies each person brought.
- Omar brought 3 copies.
- Hiro brought 16 copies.
- Kavya br",1068.0,True,0.078125,0.13976246732247186,,0.0393547935485198
reasoning-1024-0,reasoning,1024,local_sink,0.25,free,False,64,"Step 1: Identify the number of copies each person brought.
- Omar brought 3 copies.
- Hiro brought 1 copy.
- Kavya broug",1068.0,True,0.0625,0.10160312476013039,,0.055303543813287045
reasoning-1024-0,reasoning,1024,local_sink,0.125,free,False,64,"Step 1: Identify the number of copies brought by each person.
- Omar brought 1 copy.
- Hiro brought 2 copies.
- Kavya br",1068.0,True,0.09375,0.08046816085087127,,0.1343101607690187
reasoning-1024-0,reasoning,1024,local_sink,0.0625,free,False,41,"Step 1: Carefully read the account.
Step 2: Identify key details or themes.
Step
To summarize, the word or short phrase ",1068.0,True,0.36585365853658536,1.1875357835654197,,0.33620696569077396
reasoning-1024-0,reasoning,1024,local_sink,0.03125,free,False,41,"Step 1: Carefully read the account.
Step 2: Identify key details or themes.
Step
To summarize, the word or short phrase ",1068.0,True,0.36585365853658536,1.1875357835654197,,0.33620696569077396
reasoning-1024-1,reasoning,1024,dense,1.0,free,True,64,"Step 1: Identify the number of copies brought by each person.
- Elena brought 9 copies.
- Priya brought 14 copies.
- Nad",,,,,,
reasoning-1024-1,reasoning,1024,quest_topk,0.5,free,False,64,"Step 1: Elena brought 9 copies.
Step 2: Priya brought 14 copies.
Step 3: Nadia brought 18 copies.
Step 4: Total copies b",1085.0,True,0.03125,0.0018529332888106154,0.009737614115619766,0.02637282242614804
reasoning-1024-1,reasoning,1024,quest_topk,0.25,free,False,64,"Step 1: Elena brought 9 copies.
Step 2: Priya brought 14 copies.
Step 3: Nadia brought 18 copies.
Step 4: Total copies b",1085.0,True,0.03125,0.011158060672256151,0.035478194425227885,0.0616834191284527
reasoning-1024-1,reasoning,1024,quest_topk,0.125,free,False,64,"Step 1: Account for Nadia's contribution.
Nadia brought 18 copies.

Step 2: Account for Priya's contribution.
Priya brou",1085.0,True,0.078125,0.11949336666420307,0.1306282124184658,0.17121653552086563
reasoning-1024-1,reasoning,1024,quest_topk,0.0625,free,False,64,"Step 1: The river flows through a valley, its banks lined with lush greenery and wildflowers. The sun casts a warm glow ",1085.0,True,0.21875,0.8869353392956327,0.4031493881704721,0.362988456387289
reasoning-1024-1,reasoning,1024,quest_topk,0.03125,free,False,64,"Step 1: The river flows through a valley, its banks lined with lush greenery and wildflowers. The sun casts a warm glow ",1085.0,True,0.21875,0.8869353392956327,0.4031493881704721,0.362988456387289
reasoning-1024-1,reasoning,1024,mean_topk,0.5,free,True,64,"Step 1: Elena brought 9 copies.
Step 2: Priya brought 14 copies.
Step 3: Nadia brought 18 copies.
Step 4: Total copies b",1085.0,True,0.015625,0.00067622101188047,0.03103082758574211,0.020557910613563633
reasoning-1024-1,reasoning,1024,mean_topk,0.25,free,False,64,"Step 1: Identify the number of copies brought by each person.
- Nadia brought 18 copies.
- Elena brought 9 copies.
- Pri",1085.0,True,0.015625,0.025210434778488704,0.07884324328512905,0.05569070078191933
reasoning-1024-1,reasoning,1024,mean_topk,0.125,free,False,64,"Step 1: Identify the number of coins brought by each person.
- Nadia brought 18 coins.
- Nadia brought 18 coins.
- Nadia",1085.0,True,0.09375,0.2942182874687669,0.18926343925704714,0.14941405435040778
